,sentence_id,article_id,article_text,published_time,sentiment,NER,topic_id,topic_representation
1725,002-030,002,"She is already the foreign secretary, and she will continue to follow the US lead on this issue.",2022-08-23,neutral,"{'US': ('LOC', 1)}",2,"['pelosi', 'visit', 'taiwan', 'nancy', 'philippines', 'asean', 'criticized', 'putin', 'francisco', 'san']"
73,002-031,002,I think that it's not realistic to hope for an improvement in China-UK relations in the near future.,2022-08-23,positive,"{'China': ('MISC', 1), 'UK': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
74,002-032,002,"As for the Labour Party, it is hard to say so now.",2022-08-23,positive,"{'Labour Party': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
75,002-033,002,We had the previous Labour Party leader Jeremy Corbyn who would have been realistic to look for an improvement.,2022-08-23,positive,"{'Labour Party': ('ORG', 1), 'Jeremy Corbyn': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
76,002-034,002,But Keir Starmer (current Labour Party leader) and his foreign affairs folk actually have been very hostile to China since they took office two and a half years ago.,2022-08-23,negative,"{'Keir Starmer': ('PER', 1), 'Labour Party': ('ORG', 1), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
77,002-035,002,"In my view, there would not be a significant change.",2022-08-23,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
78,002-036,002,There might be some slight opportunities for amelioration.,2022-08-23,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
79,002-037,002,"They might take a new look at some of the more challenging questions, but I wouldn't hold out great hope.",2022-08-23,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
80,002-038,002,"As in the US, where Democrats and Republicans are not far apart on this question, I fear the same will be true here.",2022-08-23,negative,"{'US': ('LOC', 1), 'Democrats': ('MISC', 1), 'Republicans': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
81,002-039,002,"The only factor that might make a difference is if there is a strong desire to confront Russia because of the war in Ukraine that might lead to a more pragmatic approach to China, simply to avoid having too many fights at one time.

",2022-08-23,negative,"{'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
82,002-040,002,Andrew Murray Photo: Courtesy of MurrayGT: You were a member of the Communist Party of Great UK and the Communist Party of UK.,2022-08-23,positive,"{'Andrew Murray': ('PER', 1), 'Murray': ('ORG', 1), 'Communist Party of Great UK': ('ORG', 1), 'Communist Party of UK': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
83,002-041,002,Is China's success under the leadership of the Communist Party of China (CPC) fully understood in UK society?Murray: Many of the CPC's enormous achievements are generally neglected in the narrative in UK society.,2022-08-23,positive,"{'China': ('LOC', 1), 'UK': ('LOC', 2), 'Communist Party of China': ('ORG', 1), 'CPC': ('ORG', 2), 'Murray': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
84,002-042,002,"I think that was based on a view that China would eventually become a sort of liberal, capitalist, bourgeois democracy.",2022-08-23,neutral,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
85,002-043,002,"Now there is great anger that has not happened, and the CPC remains the leading force and develops plans for China society on a scientific basis.",2022-08-23,positive,"{'CPC': ('ORG', 1), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
86,002-044,002,"So, I think the role of the CPC is not well understood.",2022-08-23,negative,"{'CPC': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
87,002-045,002,"Partly it is seen as if it was merely the same as the Communist Party of the Soviet Union in years gone by, despite the many differences and the historical experience between the two countries.",2022-08-23,positive,"{'Communist Party of the': ('ORG', 1), 'Soviet Union': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1147,002-046,002,Global Times:,2022-08-23,neutral,{},-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
88,002-047,002,What has impressed you the most about China's achievements in the last decade?,2022-08-23,positive,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
89,002-048,002,"Do you have confidence in the future development of China?Murray: I've only visited China once, but it was just on a short visit,",2022-08-23,positive,"{'China': ('LOC', 2), 'Murray': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
90,002-049,002,[I am impressed by] the enormous scale of the economic development in the course of this century.,2022-08-23,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
91,002-050,002,The vast extent of urban and industrial development is almost overwhelming to see.,2022-08-23,neutral,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
92,002-051,002,"But what I personally think is important are the emphases that CPC has made in the last 10 years on trying to reduce social inequality, which had obviously widened considerably in the previous period of opening-up, and attempts to give stronger state's direction to the economy, not leave things simply to the market.",2022-08-23,positive,"{'CPC': ('ORG', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
93,002-052,002,"Then, of course, the [China-proposed]",2022-08-23,neutral,"{'China': ('MISC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
94,002-053,002,Belt and Road Initiative has certainly represented the rise of China as a global economic power.,2022-08-23,positive,"{'Belt and Road Initiative': ('ORG', 1), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
95,002-054,002,I think those are the main features that have impressed me most.,2022-08-23,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
96,002-055,002,I'm sure China will definitely carry on developing in the foreseeable future.,2022-08-23,positive,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
97,002-056,002,"The economic growth will not perhaps be at the rate it was 20 years ago, but that is normal - you can't grow at a rate of 10-12 percent a year forever.",2022-08-23,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
98,002-057,002,But I'm confident that China will continue to develop.,2022-08-23,positive,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
99,002-058,002,My hope is that its development will increasingly reveal the advantages of socialism.,2022-08-23,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
100,002-059,002,"I hope having made this tremendous development will not let inequalities breed too far, or let private domination of the economy go beyond a certain limit.",2022-08-23,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
101,002-060,002,China does not seek to be a model for any other country.,2022-08-23,neutral,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
102,002-061,002,"It says, we do what works for China, and other countries can learn as they please.",2022-08-23,positive,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
103,002-062,002,But China increasingly reveals the advantages of socialist systems and societies.,2022-08-23,positive,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
104,002-063,002,Global Times: How do you think China-UK ties will develop in the future?,2022-08-23,neutral,"{'China': ('MISC', 1), 'UK': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
105,002-064,002,"Is it possible to restart the ""golden era"" of bilateral relations?Murray: I don't think this will happen in the near future.",2022-08-23,neutral,"{'Murray': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
106,002-065,002,"Politically, there is a bipartisan negative view toward China.",2022-08-23,negative,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1544,002-066,002,A great deal has been made around the recent episodes around the Taiwan island.,2022-08-23,positive,"{'Taiwan': ('LOC', 1)}",1,"['taiwan', 'reunification', 'straits', 'mainland', 'strait', 'separatist', 'prc', 'taiwanese', 'sovereignty', 'hong']"
107,002-067,002,"And there is now a growing element in the UK ruling circles that sees China's development as a ""threat"" to UK's own positions in the world. ",2022-08-23,negative,"{'UK': ('LOC', 2), 'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
108,002-068,002,"So, if we look at the near future, I can't see any basis for expecting an improvement.",2022-08-23,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
109,002-069,002,"Of course, the further ahead one looks, the more uncertain it becomes.",2022-08-23,negative,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
110,002-070,002,"China's power in the world, economically and politically, is now a fact that is not going to change.",2022-08-23,neutral,"{'China': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
111,002-071,002,"In the end, I believe the UK establishment will have to come to terms with that and learn to live with that, even though they will always be issues of difference, including the different nature of our two societies and different values.",2022-08-23,positive,"{'UK': ('LOC', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
112,002-072,002,"I think there could be an improvement, but I wouldn't expect that in the near term.",2022-08-23,positive,{},0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
1148,002-073,002,Global Times:,2022-08-23,neutral,{},-1,"['china', 'japan', 'germany', 'korea', 'hong', 'countries', 'qin', 'drills', 'drought', 'international']"
113,002-074,002,What changes are needed if London wants to repair its relations with Beijing?Murray: I think respect for internal affairs and respect for differences are essential.,2022-08-23,positive,"{'London': ('LOC', 1), 'Beijing': ('LOC', 1), 'Murray': ('PER', 1)}",0,"['china', 'russia', 'eu', 'countries', 'cooperation', 'ukraine', 'relations', 'war', 'economy', 'political']"
