Model,Sentence,Sentiment,published_time
VADER,"The changes show themselves in the infrastructure the country has, and the remarkable transformation of its population from a largely rural living one to one where more than half are now living in cities.",positive,2024-03-05
VADER,"Broadly, this has been achieved by flexible policy-making and in the early decades by the government allowing space for innovation and Improvisation.",positive,2024-03-05
VADER,It has also been nurtured by a huge desire among the Chinese people themselves to see their living situation change and improve. ,positive,2024-03-05
VADER,China has a unique identity - like everywhere else.,positive,2024-03-05
VADER,"While China has taken many ideas in the last decades from the outside world to develop itself and its economy, it has also remained at its core culturally very distinctive.",neutral,2024-03-05
VADER,"This means that successful engagement with China means acknowledging its differences, but being respectful of that.",positive,2024-03-05
VADER,It also means embracing a China which often is coming from a different background and thinking in a slightly different way. ,neutral,2024-03-05
VADER,"Martin Albrow, an eminent British sociologist and one of the first globalization theoristsChina has got a very unique and well-developed system of consultative democracy, which means that people can engage with the policies of the government at every level of society, and they are being consulted at every level.",positive,2024-03-05
VADER,I think the notion of consultative democracy is actually very appropriate for the current age. ,neutral,2024-03-05
VADER,"Most countries in the world, and most people in the world accept concepts such as the Belt and Road Initiative (BR) as very fine concepts.",positive,2024-03-05
VADER,I think the countries that obviously adopt the most will be the ones that have already benefited from the BRI.,positive,2024-03-05
VADER,"As most countries in the world have now benefited from the Belt and Road, they obviously will see a shared future as an example of the way China reaches out through its relations with other countries. ",positive,2024-03-05
VADER,"China is very much in favor of global institutions and global governance, and it does everything it can to support them.",positive,2024-03-05
VADER,It fits with China's own sense of history.,neutral,2024-03-05
VADER,"It fits with the idea of the middle kingdom, because it builds relationships through the world as a whole.",neutral,2024-03-05
VADER,"And global governance, as we know it today, is bringing people together with shared values and shared purposes, like the Millennium Development Goals.",positive,2024-03-05
VADER,"If you belong to the United Nations, you belong to that mission to save the world.",positive,2024-03-05
VADER,So I think it fits very neatly with Chinese history. ,positive,2024-03-05
VADER,"China must take the leading role in bringing peace and harmony as far as possible in all the troubled spots of the world, and that includes Israel, Ukraine and Yemen.",positive,2024-03-05
VADER,All the troubled spots are the areas where Chinese diplomacy has got to be very active in trying to create peace because peace is obviously in the best interests of the world.,positive,2024-03-05
VADER," 

Israeli military vehicles are seen during military training near the border with Gaza Strip, on March 4, 2024.",neutral,2024-03-05
VADER,"The Palestinian death toll in the Gaza Strip from ongoing Israeli attacks has risen to 30,534, the Hamas-run Health Ministry said in a press statement Monday.(Photo: Xinhua) 



Israeli soldiers take part in military training near the border with Gaza Strip, on March 4, 2024.",negative,2024-03-05
VADER,"The Palestinian death toll in the Gaza Strip from ongoing Israeli attacks has risen to 30,534, the Hamas-run Health Ministry said in a press statement Monday.(Photo: Xinhua) 



",negative,2024-03-05
VADER,"An Israeli armored vehicle is seen during military training near the border with Gaza Strip, on March 4, 2024.",neutral,2024-03-05
VADER,"The Palestinian death toll in the Gaza Strip from ongoing Israeli attacks has risen to 30,534, the Hamas-run Health Ministry said in a press statement Monday.(Photo: Xinhua) ",negative,2024-03-05
VADER,"The Palestinian death toll in the Gaza Strip from ongoing Israeli attacks has risen to 30,534, the Hamas-run Health Ministry said in a press statement Monday.",negative,2024-03-05
VADER,"According to the statement, the Israeli army killed 124 Palestinians and wounded 210 others during the past 24 hours, bringing the total death toll to 30,534 and injuries to 71,920 since the Israel-Hamas conflict broke out on Oct. 7, 2023.It noted that some victims remain under the rubble amid heavy bombardment and a lack of civil defense and ambulance crews.",negative,2024-03-05
VADER,"Israel has been launching a large-scale offensive against Hamas in the Gaza Strip to retaliate against a Hamas rampage through the southern Israeli border on Oct. 7, 2023, during which about 1,200 people were killed and more than 200 taken hostage.",negative,2024-03-05
VADER," 

 



 



 An Indian national was killed and seven others injured in northern Israel on Monday by an anti-tank missile attack by Hezbollah militants in Lebanon, Israeli sources said.",negative,2024-03-05
VADER,"The missile struck an orchard in the community of Margaliot, hitting eight Indian workers, Israel's Channel 12 TV news reported.",negative,2024-03-05
