Model,Sentence,Sentiment,published_time
VADER,"Other staff members of Power China are mainly in the suburbs of Kiev and surrounding regions close to the capital, where the situation is relatively stable, the employee said, adding that currently, the lives and work of the company's employees are not affected.",positive,2022-02-23
VADER,Power China said that it is making contingency plans in accordance with the Chinese Embassy's instructions while ensuring the safety of both personnel and projects in the region.,positive,2022-02-23
VADER,"Amid escalating tension, the Chinese Embassy in Kiev issued a notice on Tuesday asking Chinese residents and companies in the country not to go to the regions where the situation is unstable, follow posts by the Embassy, as well as reserve some daily necessities such as food and drinking water.",negative,2022-02-23
VADER,"China Longyuan Power Group, a subsidiary of China Energy, has a 76.6-megawatt wind power project in Yuzhne on the country's Black Sea coast in the Southwest, which started operation last year as the company's first wind power project in Europe.",positive,2022-02-23
VADER,An employee with the security department of China Longyuan Power Group told the Global Times on Wednesday that daily operations are normal at the moment despite the escalating tensions.,positive,2022-02-23
VADER,"The employee said that the company isn't worried about any substantive impact on business, since the project is located in a remote area and only accounts for 0.3 percent of the company's total installation of wind power.",positive,2022-02-23
VADER,"Chinese projects in Ukraine are mostly in the areas of infrastructure and energy, including some projects related to the Belt and Road Initiative (BRI).",positive,2022-02-23
VADER,"Also, most Chinese businesses and projects in Ukraine are concentrated around the capital of Kiev and other major cities in the West, instead of Southeast where tension is running high, according to the sources.",negative,2022-02-23
VADER,"Shanghai Taisheng Wind Power Equipment, another company with businesses including those related to the BRI in Ukraine, said on Wednesday that it acts as a supplier, and its business in the country does not directly involve any local on-site construction, and there has been no disruption at the moment.",positive,2022-02-23
VADER,"While the situation remains stable, with local projects and logistics in and out of the country having seen no particular impact from the tension, several Chinese companies with businesses in the country will not take on new projects for the time being, Qu Bo, chairman of a Chinese chamber of commerce in Odessa in Southern Ukraine, told the Global Times on Wednesday.",negative,2022-02-23
VADER,"""The all-time hype by the Western media has gotten on the nerves of the people, and pushed up prices by about 5 percent, further driven by the global energy price surge and the changing situation in the country,"" Qu said.",positive,2022-02-23
VADER,"""But the area that has seen the biggest impact is Donbas in Southeastern Ukraine, where basically no Chinese company has settled,"" Qu said.",negative,2022-02-23
VADER,A person with a Kiev-based Chinese association who has lived in Ukraine for over two decades said that the situation is relatively stable with adequate good supplies at a local supermarket in the area where he lives.,positive,2022-02-23
VADER,"""The current tension in the country is mainly ignited and hyped by the West, but there is nothing for us to worry about,"" he said, noting that he has not stocked up on goods because he does not think it is necessary at the current stage.",negative,2022-02-23
VADER,"Even though tensions have been fermenting, Chinese businesses see growing potential for cooperation in the country, given the fact that there are a lot of complementarities in economic issues and trade between China and Ukraine.",negative,2022-02-23
VADER,"Taking the example of the geographical advantage of being a logistics hub between the East and the West, low labor costs and non-tariff treatment with the EU - all of these conditions make Ukraine an ideal place for international investors, Qu said.",positive,2022-02-23
VADER,"This year, the chamber of commerce that Qu works for will mainly deal with the establishment of sister provinces and states between China's Hainan Province and Odessa.",neutral,2022-02-23
VADER,"The chamber also plans cooperation projects, such as establishing a trade route between Odessa and Haikou and Sanya in Hainan.",neutral,2022-02-23
VADER,"World leaders ""scrambled"" to condemn Russia and to signal possible sanctions.",negative,2022-02-23
VADER,"This is how Time magazine and a series of Western media outlets reported since Tuesday, creating a wave of denunciation and measures against Russia for its latest move in the Ukraine crisis.",negative,2022-02-23
VADER,"But the reports are more of a publicity stunt than serious voices, more bark than bite.",negative,2022-02-23
VADER,The mainstream attitude of the international community is to view the issue from a historical perspective. ,neutral,2022-02-23
VADER,"The historical perspective is that the US-led NATO's eastward expansion has been marching on without respecting Russia's legitimate security interests, and NATO violated agreements signed with Russia over the bloc's expansion.",negative,2022-02-23
VADER,"Against this backdrop, neither the US nor NATO members are qualified to condemn or sanction Russia in the name of justice.",positive,2022-02-23
VADER,And it is clear that aggressive US-led gestures toward Russia are more a political show to Western domestic audiences.,positive,2022-02-23
VADER,They do little to actually resolve the Ukraine crisis.,negative,2022-02-23
VADER,"To some extent, the gestures pushed the Ukraine crisis to where it is today.",negative,2022-02-23
VADER,"The truth is, apart from the US, what most countries around the globe care about is the maintaining of security and stability within the international community, but not in the Cold War mentality of pursuing a certain party's safety via the sacrifice of others' security interests. ",positive,2022-02-23
VADER,"We might witness seemingly overwhelming voices from Western countries, and certain nations, like the UK, are following the US relatively closely.",positive,2022-02-23
VADER,But other countries' attitudes tell a different story. ,neutral,2022-02-23
VADER,Germany has halted the process of certifying the Nord Stream 2 pipeline but Berlin knows that the price of Russia's natural gas is relatively low.,positive,2022-02-23
VADER,"If it purchases natural gas from the US, it may have to pay much more.",positive,2022-02-23
VADER,"In this regard, if Europe imposes sanctions on Russia, Europe itself will suffer in the end. ",negative,2022-02-23
VADER,"Moreover, India's response has startled the West.",negative,2022-02-23
