annotation_category,annotation,entity,sentence,entity_atomized,sentiment,tsc_sentiment,blame,praise
praise,is the only legitimate government representing the whole China,the People's Republic of China,"There is only one China in the world, Taiwan is an inalienable part of China's territory, and the government of the People's Republic of China is the only legitimate government representing the whole China.",the People's Republic of China,0,0,0,1
praise,is the only legitimate government representing the whole China,the People's Republic of China,"There is only one China in the world, Taiwan is an inalienable part of China's territory, and the government of the People's Republic of China is the only legitimate government representing the whole China.",China,0,-1,0,1
praise,"are reasonable, safe and professional",The actions taken by the Chinese military,"The actions taken by the Chinese military are necessary measures to deal with the provocations, and are reasonable, safe and professional.Prior to the Shangri-La Dialogue, China has already denounced Australian and Canadian  ""disinformation"" over jet encounters.",Chinese,1,-1,0,1
blame,wants to turn Asia Pacific into a new powder keg,US-led NATO,"After Ukraine, US-led NATO wants to turn Asia Pacific into a new powder keg.",US,0,-1,1,0
blame,wants to turn Asia Pacific into a new powder keg,US-led NATO,"After Ukraine, US-led NATO wants to turn Asia Pacific into a new powder keg.",NATO,0,-1,1,0
blame,is the most blatant and most comprehensive slander against China,Austin's speech,"""We'll do our part to manage these tensions responsibly,"" he added.Lieutenant General He said Austin's speech is the most blatant and most comprehensive slander against China compared to previous US defense chiefs' remarks at the summit, as this is the first time that a Pentagon chief raised Taiwan question, the South China Sea, the East China Sea issue, and China-India border dispute all at the same time.",Austin,-1,-1,1,0
blame,"is to boost its alliance system, mobilizing its allies to maintain the US' versions of rules-based international order, shaping China's peripheral environment, piling enough pressure on China and eventually realize the containment of China's emergence",US real intention,"Zhao Xiaozhuo, a research fellow at the Academy of Military Sciences of the PLA, told the Global Times that US real intention is to boost its alliance system, mobilizing its allies to maintain the US' versions of rules-based international order, shaping China's peripheral environment, piling enough pressure on China and eventually realize the containment of China's emergence.",US,1,-1,1,0
blame,hyping up tensions and so-called China threat,US,"And it is largely due to incitement of outside forces, especially the US and its allies, contradictions and disputes in Indo-Pacific region come to where it is today.By hyping up tensions and so-called China threat, the US is trying to drive a wedge between China and regional countries, while kidnapping more countries to its side to coordinate with its Indo-Pacific Strategy.",US,-1,-1,1,0
blame,"is trying to drive a wedge between China and regional countries, while kidnapping more countries to its side to coordinate with its Indo-Pacific Strategy",US,"And it is largely due to incitement of outside forces, especially the US and its allies, contradictions and disputes in Indo-Pacific region come to where it is today.By hyping up tensions and so-called China threat, the US is trying to drive a wedge between China and regional countries, while kidnapping more countries to its side to coordinate with its Indo-Pacific Strategy.",US,-1,-1,1,0
blame,"is an outsider, and has no right to intervene in China's domestic affairs",US,"On the Taiwan question, the majority of regional countries refuse to dance to the US tune, as they are well aware that the US is an outsider, and has no right to intervene in China's domestic affairs, Wei said.",US,-1,-1,1,0
blame,have caused great harm to US allies and Europe as a whole,US-led rules,The Ukraine crisis is a proof that US-led rules have caused great harm to US allies and Europe as a whole.,US,-1,-1,1,0
blame,is the one and only boss and other has to listen to it,US,"Wei said the so-called rules are not at all fair and square rules which are accepted by the international community, but a US-dominated one, in which the US is the one and only boss and other has to listen to it.",US,0,-1,1,0
praise,all have stable and friendly ties with China,"Indonesia, Singapore and Vietnam","The countries named by Austin, Indonesia, Singapore and Vietnam  all have stable and friendly ties with China.",Vietnam,1,-1,0,1
praise,all have stable and friendly ties with China,"Indonesia, Singapore and Vietnam","The countries named by Austin, Indonesia, Singapore and Vietnam  all have stable and friendly ties with China.",Indonesia,1,0,0,1
praise,all have stable and friendly ties with China,"Indonesia, Singapore and Vietnam","The countries named by Austin, Indonesia, Singapore and Vietnam  all have stable and friendly ties with China.",Singapore,1,-1,0,1
